Flora e Funga do Brasil ID,Família,Nome Científico,Categoria de Risco,Ano de Avaliação,Houve Reavaliação,Ficha de Avaliação
581807,Malpighiaceae,Hiraea restingae C.E.Anderson,EN,2015,Não,https://dados.cncflora.jbrj.gov.br/ficha/581807
581812,Erythroxylaceae,Erythroxylum stenopetalum Costa-Lima,LC,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/581812
581837,Sapotaceae,Pradosia restingae Terra-Araujo,EN,2021,Não,https://dados.cncflora.jbrj.gov.br/ficha/581837
581861,Araceae,Philodendron luisae Calazans,CR,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/581861
581910,Fabaceae,"Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",CR,2019,Não,https://dados.cncflora.jbrj.gov.br/ficha/581910
581919,Verbenaceae,Lippia ganevii Salimena & Múlgura,DD,2024,Não,https://dados.cncflora.jbrj.gov.br/ficha/581919
581934,Verbenaceae,Lantana ramboi (Moldenke) Salimena,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/581934
581937,Melastomataceae,Miconia valentinensis Bacci & R.Goldenb.,CR,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/581937
581938,Melastomataceae,Miconia laevigata (L.) D.Don,EN,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/581938
581989,Myrtaceae,Myrceugenia bananalensis Gomes-Bezerra & Landrum,CR,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/581989
582118,Solanaceae,Solanum psilophyllum Stehmann & Giacomin,EN,2019,Não,https://dados.cncflora.jbrj.gov.br/ficha/582118
582119,Solanaceae,Solanum verticillatum S. Knapp & Stehmann,LC,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/582119
582223,Commelinaceae,Dichorisandra picta Lodd.,CR,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/582223
582260,Myrtaceae,Eugenia dipetala Sobral & L.Kollmann,DD,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/582260
582262,Myrtaceae,Plinia ambivalens M.Souza & Sobral,DD,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/582262
582263,Fabaceae,"Hymenaea fariana R.D. Ribeiro, D.B.O.S. Cardoso & H.C. Lima",NT,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/582263
582264,Myrtaceae,Myrcia lughadhae B.S.Amorim,EN,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/582264
5823,Bromeliaceae,Aechmea kertesziae Reitz,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5823
582309,Calophyllaceae,Kielmeyera aureovinosa M. Gomes,CR,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/582309
582369,Orchidaceae,Trichocentrum schwambachiae (V.P.Casto & Toscano) Meneguzzo,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582369
582387,Orchidaceae,Pabstiella dracula (Seehawer) Luer & Toscano,VU,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/582387
582389,Orchidaceae,Pabstiella pantherina (Seehawer) Luer & Toscano,DD,2016,Não,https://dados.cncflora.jbrj.gov.br/ficha/582389
582391,Orchidaceae,Pabstiella purpurea (Seehawer) Luer & Toscano,DD,2016,Não,https://dados.cncflora.jbrj.gov.br/ficha/582391
582397,Rubiaceae,Salzmannia arborea J.G. Jardim,VU,2019,Não,https://dados.cncflora.jbrj.gov.br/ficha/582397
5824,Bromeliaceae,Aechmea kleinii Reitz,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5824
582409,Rubiaceae,Chiococca insularis (Ridley) C.M.Taylor & M.R.Barbosa,CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582409
582424,Droseraceae,"Drosera amazonica Rivadavia, A.Fleischm. & Vicent.",DD,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/582424
582426,Droseraceae,Drosera magnifica Rivadavia & Gonella,CR,2016,Não,https://dados.cncflora.jbrj.gov.br/ficha/582426
582427,Droseraceae,Drosera quartzicola Rivadavia & Gonella,EN,2016,Não,https://dados.cncflora.jbrj.gov.br/ficha/582427
582429,Droseraceae,Drosera latifolia (Eichler) Gonella & Rivadavia,LC,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/582429
582439,Orchidaceae,Cattleya cernua (Lindl.) Van den Berg,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582439
582441,Orchidaceae,Cattleya purpurata (Lindl. & Paxton) Van den Berg,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582441
582576,Melastomataceae,"Rupestrea carvalhoana (Baumgratz & Souza) Almeda, Michelang.& R.Goldenb.",CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582576
582577,Melastomataceae,"Rupestrea johnwurdackiana (Baumgratz & Souza) Michelang., Almeda & R.Goldenb.",EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582577
582723,Arecaceae,Syagrus itapebiensis (Noblick & Lorenzi) Noblick & Meerow,CR,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/582723
582750,Cactaceae,Schlumbergera rosea (Lagerh.) Calvente & Zappi,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/582750
582820,Gesneriaceae,Sinningia minima A.O.Araujo & Chautems,VU,2024,Não,https://dados.cncflora.jbrj.gov.br/ficha/582820
582861,Clusiaceae,Tovomita iaspidis L. Marinho & Amorim,DD,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/582861
582862,Clusiaceae,Tovomita megantha L. Marinho & Amorim,EN,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/582862
582884,Myrtaceae,Myrcia ferruginosa Mazine,LC,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/582884
5827,Bromeliaceae,Aechmea lamarchei Mez,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5827
583063,Fabaceae,Bauhinia uberlandiana Vaz & G.P. Lewis,CR,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583063
583069,Myrtaceae,Eugenia ruschiana Bünger & Mazine,CR,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583069
583062,Fabaceae,Bauhinia piresii Vaz & G.P. Lewis,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583062
583085,Hypericaceae,Vismia atlantica L. Marinho & M.V. Martins,LC,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583085
583119,Asteraceae,Eremanthus praetermissus Loeuille & Pirani,VU,2016,Sim,https://dados.cncflora.jbrj.gov.br/ficha/583119
583121,Asteraceae,Eremanthus ovatifolius Loeuille & Pirani,CR,2016,Sim,https://dados.cncflora.jbrj.gov.br/ficha/583121
5831,Bromeliaceae,Aechmea leptantha (Harms) Leme & J.A. Siqueira,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5831
583190,Acanthaceae,Schaueria paranaensis (Rizz.) A.L.A. Côrtes,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/583190
583206,Eriocaulaceae,Syngonanthus vittatus M.T.C.Watan. & Echtern.,EN,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/583206
583207,Eriocaulaceae,Syngonanthus incurvifolius M.T.C.Watan. & Echtern.,CR,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/583207
583225,Oleaceae,Priogymnanthus saxicola Lombardi,CR,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583225
583378,Rubiaceae,Bradea borrerioides J.A.Oliveira & Sobrado,EN,2016,Sim,https://dados.cncflora.jbrj.gov.br/ficha/583378
583383,Ochnaceae,Ouratea pycnanthos Sastre & Offroy,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583383
583395,Eriocaulaceae,"Paepalanthus capixaba Trovó, Fraga & Sano",CR,2015,Não,https://dados.cncflora.jbrj.gov.br/ficha/583395
583403,Loganiaceae,Bonyunia magnifica J.R.Grant,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583403
583417,Clusiaceae,Tovomita salimenae L. Marinho & Amorim,EN,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/583417
5835,Bromeliaceae,Aechmea maasii Gouda & W.Till,NT,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5835
5836,Bromeliaceae,Aechmea macrochlamys L.B.Sm.,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5836
5838,Bromeliaceae,Aechmea marginalis Leme & J.A.Siqueira,CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5838
583404,Loganiaceae,Bonyunia venusta J.R.Grant,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/583404
5552,Balanophoraceae,Lophophytum pyramidale (Leandro) L.J.T. Cardoso & J.M.A. Braga,LC,2011,Não,https://dados.cncflora.jbrj.gov.br/ficha/5552
5846,Bromeliaceae,Aechmea mutica L.B.Sm.,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5846
5845,Bromeliaceae,Aechmea muricata (Arruda) L.B.Sm.,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5845
5849,Bromeliaceae,Aechmea orlandiana L.B.Sm.,CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5849
5853,Bromeliaceae,Aechmea pectinata Baker,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5853
5854,Bromeliaceae,Aechmea pedicellata Leme & H.Luther,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5854
58561,Lamiaceae,Eriope cristalinae (Harley) Rizzini,CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/58561
5850,Bromeliaceae,Aechmea ornata Baker,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5850
5858,Bromeliaceae,Aechmea pimenti-velosoi Reitz,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5858
5847,Bromeliaceae,Aechmea nudicaulis (L.) Griseb.,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5847
5860,Bromeliaceae,Aechmea podantha L.B.Sm.,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5860
5861,Bromeliaceae,Aechmea prava E.Pereira,DD,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5861
5859,Bromeliaceae,Aechmea pineliana (Brong. ex Planch.) Baker,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5859
5857,Bromeliaceae,Aechmea phanerophlebia Baker,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5857
5872,Bromeliaceae,Aechmea sphaerocephala Baker,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5872
5873,Bromeliaceae,Aechmea squarrosa Baker,DD,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5873
5876,Bromeliaceae,Aechmea triangularis L.B.Sm.,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5876
5879,Bromeliaceae,Aechmea vanhoutteana (Van Houtte) Mez,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5879
5869,Bromeliaceae,Aechmea rubrolilacina Leme,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5869
5885,Bromeliaceae,Aechmea werdermannii Harms,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5885
5886,Bromeliaceae,Aechmea winkleri Reitz,CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5886
5889,Bromeliaceae,Alcantarea benzingii Leme,CR,2011,Não,https://dados.cncflora.jbrj.gov.br/ficha/5889
5895,Bromeliaceae,Alcantarea farneyi (Martinelli & A.F.Costa) J.R.Grant,CR,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5895
5896,Bromeliaceae,Alcantarea geniculata (Wawra) J.R.Grant,EN,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5896
5897,Bromeliaceae,Alcantarea glaziouana (Leme) J.R.Grant,EN,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5897
5865,Bromeliaceae,Aechmea ramosa Mart. ex Schult. & Schult.f.,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5865
5898,Bromeliaceae,Alcantarea heloisae J.R.Grant,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5898
5899,Bromeliaceae,Alcantarea imperialis (Carrière) Harms,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5899
5901,Bromeliaceae,Alcantarea nahoumii (Leme) J.R.Grant,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5901
5902,Bromeliaceae,Alcantarea nevaresii (Leme) J.R.Grant,VU,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5902
5907,Bromeliaceae,Alcantarea tortuosa Versieux & Wand.,VU,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5907
5909,Bromeliaceae,Alcantarea vinicolor (E.Pereira & Reitz) J.R.Grant,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5909
5913,Bromeliaceae,Ananas fritzmuelleri Camargo,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5913
5916,Bromeliaceae,Araeococcus montanus Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5916
5921,Bromeliaceae,Billbergia alfonsijoannis Reitz,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5921
5918,Bromeliaceae,Araeococcus parviflorus (Mart. ex Schult. & Schult. f.) Lindm.,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5918
5924,Bromeliaceae,Billbergia brasiliensis L.B.Sm.,EN,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5924
5922,Bromeliaceae,Billbergia amoena (Lodd.) Lindl.,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5922
5927,Bromeliaceae,Billbergia distachia (Vell.) Mez,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5927
5891,Bromeliaceae,Alcantarea burlemarxii (Leme) J.R.Grant,EN,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5891
5929,Bromeliaceae,Billbergia euphemiae É.Morren,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5929
5934,Bromeliaceae,Billbergia leptopoda L.B.Sm.,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5934
5935,Bromeliaceae,Billbergia lietzei É.Morren,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5935
5936,Bromeliaceae,Billbergia lymanii E.Pereira & Leme,NT,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5936
5937,Bromeliaceae,Billbergia macracantha E.Pereira,DD,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5937
5938,Bromeliaceae,Billbergia macrocalyx Hook.,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5938
5939,Bromeliaceae,Billbergia magnifica Mez,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5939
5940,Bromeliaceae,Billbergia meyeri Mez,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5940
5930,Bromeliaceae,Billbergia horrida Regel,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5930
5941,Bromeliaceae,Billbergia minarum L.B.Sm.,NT,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5941
5931,Bromeliaceae,Billbergia iridifolia (Nees & Mart.) Lindl.,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5931
5945,Bromeliaceae,Billbergia pohliana Mez,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5945
5944,Bromeliaceae,Billbergia nutans H.H.Wendl. ex Regel,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5944
5947,Bromeliaceae,Billbergia pyramidalis (Sims) Lindl.,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5947
595090,Sapindaceae,Matayba leucodictya Radlk.,EN,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/595090
5942,Bromeliaceae,Billbergia morelii Brongn.,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5942
5950,Bromeliaceae,Billbergia saundersii Bull,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5950
5954,Bromeliaceae,Billbergia zebrina (Herb.) Lindl.,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5954
595569,Euphorbiaceae,Croton rufo-argenteus  Müll.Arg.,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/595569
595416,Clusiaceae,Tovomita riedeliana Engl.,LC,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/595416
5953,Bromeliaceae,Billbergia vittata Brongn. ex Morel,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5953
5957,Bromeliaceae,Bromelia balansae Mez,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5957
596,Rutaceae,Esenbeckia hieronymi Engl.,LC,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/596
5963,Bromeliaceae,Canistropsis albiflora (L.B.Sm.) H.Luther & Leme,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5963
5966,Bromeliaceae,Canistropsis correia-araujoi (E.Pereira & Leme) Leme,DD,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5966
5964,Bromeliaceae,Canistropsis billbergioides (Schult. & Schult.f.) Leme,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/5964
5967,Bromeliaceae,Canistropsis elata (E.Pereira & Leme) Leme,CR,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/5967
5969,Bromeliaceae,Canistropsis marceloi (E.Pereira & Moutinho) Leme,VU,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5969
596934,Quiinaceae,Quiina glaziovii Engl.,LC,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/596934
5971,Bromeliaceae,Canistropsis pulcherrima (E.Pereira & Leme) Leme,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5971
5975,Bromeliaceae,Canistrum alagoanum Leme & J.A.Siqueira,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5975
5970,Bromeliaceae,Canistropsis microps (É.Morren ex Mez) Leme,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5970
5976,Bromeliaceae,Canistrum aurantiacum É.Morren,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5976
5978,Bromeliaceae,Canistrum camacaense Martinelli & Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5978
597884,Chrysobalanaceae,Moquilea salzmannii Hook.f.,LC,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/597884
5979,Bromeliaceae,Canistrum fosterianum L.B.Sm.,CR,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5979
598,Rutaceae,Esenbeckia irwiniana Kaastra,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/598
5980,Bromeliaceae,Canistrum guzmanioides Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5980
5983,Bromeliaceae,Canistrum montanum Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5983
5984,Bromeliaceae,Canistrum pickelii (A.Lima & L.B.Sm.) Leme & J.A.Siqueira,VU,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5984
598446,Erythroxylaceae,Erythroxylum carajasense (Plowman) Costa-Lima,VU,2024,Não,https://dados.cncflora.jbrj.gov.br/ficha/598446
59847,Lamiaceae,Vitex odorata Huber,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/59847
59859,Lamiaceae,Vitex spongiocarpa Ducke,DD,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/59859
5987,Bromeliaceae,Canistrum triangulare L.B.Sm. & Reitz,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5987
5994,Bromeliaceae,Cryptanthus beuckeri É.Morren,NT,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5994
5999,Bromeliaceae,Cryptanthus capitatus Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/5999
5997,Bromeliaceae,Cryptanthus bromelioides Otto & A.Dietr.,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/5997
600334,Gesneriaceae,Sinningia velutina Lindl.,VU,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/600334
6004,Bromeliaceae,Cryptanthus correia-araujoi Leme,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6004
6005,Bromeliaceae,Cryptanthus delicatus Leme,DD,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/6005
6007,Bromeliaceae,Cryptanthus dorothyae Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6007
6003,Bromeliaceae,Cryptanthus coriaceus Leme,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6003
60070,Lecythidaceae,Eschweilera romeu-cardosoi S.A.Mori,EN,2021,Não,https://dados.cncflora.jbrj.gov.br/ficha/60070
6014,Bromeliaceae,Cryptanthus grazielae H.Luther,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6014
6018,Bromeliaceae,Cryptanthus lutherianus I.Ramírez,DD,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6018
6021,Bromeliaceae,Cryptanthus maritimus L.B.Sm.,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6021
601,Rutaceae,Esenbeckia leiocarpa Engl.,LC,2021,Sim,https://dados.cncflora.jbrj.gov.br/ficha/601
6023,Bromeliaceae,Cryptanthus minarum L.B.Sm.,EN,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/6023
60210,Lecythidaceae,Lecythis marcgraaviana Miers,LC,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/60210
602562,Anacardiaceae,Spondias admirabilis J.D.Mitch. & Daly,EN,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602562
602559,Clusiaceae,Tovomita vismiifolia L. Marinho,EN,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/602559
602563,Anacardiaceae,Spondias expeditionaria J.D.Mitch. & Daly,DD,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602563
602564,Anacardiaceae,"Spondias bahiensis P. Carvalho, Van den Berg & M. Machado",EN,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/602564
602691,Araceae,Anthurium cronembergerae Nadruz & Temponi,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/602691
602692,Araceae,Anthurium sakuraguianum Temponi & Nadruz,CR,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/602692
602696,Fabaceae,Arachis veigae S.H. Santana & Valls,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/602696
602728,Fabaceae,"Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",CR,2024,Sim,https://dados.cncflora.jbrj.gov.br/ficha/602728
602773,Meliaceae,Guarea anomala T.D.Penn.,DD,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602773
602774,Monimiaceae,Mollinedia dolichotricha Lírio & Peixoto,EN,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602774
602793,Meliaceae,Guarea gracilis T.D.Penn.,VU,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602793
602796,Meliaceae,Guarea zepivae T.D.Penn.,DD,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602796
602826,Fabaceae,Dialium rondoniense M. J. Falcão & Mansano,EN,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/602826
602854,Melastomataceae,Pleroma arboreum Gardner,LC,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/602854
602858,Melastomataceae,Pleroma benthamianum Gardner,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/602858
602865,Melastomataceae,Pleroma echinatum Gardner,LC,2011,Não,https://dados.cncflora.jbrj.gov.br/ficha/602865
602856,Melastomataceae,Pleroma asperius (Cham.) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/602856
602936,Clusiaceae,Tovomita hopkinsii Bittrich & L. Marinho,LC,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/602936
602975,Sapindaceae,"Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci",NT,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/602975
603015,Eriocaulaceae,"Paepalanthus argyrotrychus F.N.Costa, Andrino & Echtern.",CR,2015,Não,https://dados.cncflora.jbrj.gov.br/ficha/603015
603020,Myrtaceae,Myrcia sucrei (G.M.Barroso & Peixoto) E.Lucas & C.E.Wilson,NT,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/603020
602859,Melastomataceae,Pleroma candolleanum (Mart. ex DC.) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/602859
603029,Melastomataceae,Pleroma fissinervium Schrank et Mart. ex DC.,LC,2020,Não,https://dados.cncflora.jbrj.gov.br/ficha/603029
603028,Melastomataceae,Pleroma elegans Gardner,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/603028
603030,Melastomataceae,Pleroma fothergillii (Schrank et Mart. ex DC.) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603030
603032,Melastomataceae,Pleroma frigidulum (Schrank et Mart. ex DC.) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603032
603043,Melastomataceae,Pleroma maximilianum (DC.) Triana,EN,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/603043
603052,Melastomataceae,Pleroma thereminianum (DC.) Triana,EN,2021,Não,https://dados.cncflora.jbrj.gov.br/ficha/603052
603037,Melastomataceae,Pleroma hospitum (Schrank et Mart. ex DC.) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603037
603053,Melastomataceae,Pleroma trichopodum DC.,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603053
603046,Melastomataceae,Pleroma raddianum (DC.) Gardner,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603046
603055,Melastomataceae,Pleroma urceolare (Schrank et Mart. ex DC.) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603055
603056,Melastomataceae,Pleroma velutinum (Naudin) Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603056
603061,Melastomataceae,"Graffenrieda goldenbergii L.F.Lima, Baumgratz, NicLugh. & J.U.Santos",LC,2023,Não,https://dados.cncflora.jbrj.gov.br/ficha/603061
603113,Rubiaceae,Hexasepalum sarmentosum (Sw.) Delprete & J.H.Kirkbr.,LC,2012,Não,https://dados.cncflora.jbrj.gov.br/ficha/603113
603124,Eriocaulaceae,"Paepalanthus farinaceus F.N.Costa, Andrino & Trovó",CR,2016,Não,https://dados.cncflora.jbrj.gov.br/ficha/603124
603127,Rhizophoraceae,Sterigmapetalum plumbeum Aymard & Cuello,DD,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/603127
603129,Orchidaceae,Uleiorchis longipedicellata A.Cardoso & Ilk.-Borg A.,EN,2024,Não,https://dados.cncflora.jbrj.gov.br/ficha/603129
603058,Melastomataceae,Pleroma villosissimum Triana,LC,2022,Não,https://dados.cncflora.jbrj.gov.br/ficha/603058
603060,Melastomataceae,Pleroma virgatum Gardner,CR,2017,Não,https://dados.cncflora.jbrj.gov.br/ficha/603060
603211,Myrtaceae,Myrcia ruschii B.S.Amorim,EN,2018,Não,https://dados.cncflora.jbrj.gov.br/ficha/603211
