Flora e Funga do Brasil ID,Família,Nome Científico,Categoria de Risco,Ano de Avaliação,Houve Reavaliação,Ficha de Avaliação
30730,Melastomataceae,Miconia spennerostachya Naudin,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30730
30731,Melastomataceae,Miconia stelligera Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30731
30735,Melastomataceae,Miconia vilhenensis Wurdack,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30735
30746,Melastomataceae,Microlicia cerifera (Gardner) A.B.Martins & Almeda,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30746
30751,Melastomataceae,Microlicia cryptandra Naudin,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30751
30752,Melastomataceae,Microlicia curralensis Brade,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30752
30755,Melastomataceae,Microlicia denudata Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30755
30758,Melastomataceae,Microlicia edmundoi Brade,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30758
30766,Melastomataceae,Microlicia inquinans Naudin,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30766
30768,Melastomataceae,Microlicia jungermannioides DC.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30768
30770,Melastomataceae,Microlicia longipedicellata (Cogn.) Almeda & A.B.Martins,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30770
30778,Melastomataceae,Microlicia pabstii Brade,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30778
30780,Melastomataceae,Microlicia pilosissima Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30780
30783,Melastomataceae,Microlicia ramosa Pilg.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30783
30784,Melastomataceae,Microlicia riedeliana Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30784
30789,Melastomataceae,Microlicia trembleyiformis Naudin,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30789
30794,Melastomataceae,Mouriri duckeana Morley,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30794
30797,Melastomataceae,Ossaea cinnamomifolia (Naudin) Triana,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30797
30798,Melastomataceae,Ossaea coriacea (Naudin) Triana,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30798
30801,Melastomataceae,Poteranthera annectans Wurdack,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30801
30802,Melastomataceae,Poteranthera pusilla Bong.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30802
30803,Melastomataceae,Pterolepis alpestris (DC.) Triana,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30803
30805,Melastomataceae,Pterolepis buraeavii Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30805
30812,Melastomataceae,Pterolepis riedeliana Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30812
30815,Melastomataceae,Rhynchanthera serrulata (L.C.Rich.) DC.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30815
30816,Melastomataceae,Rhynchanthera verbenoides Cham.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30816
30817,Melastomataceae,Siphanthera dawsonii Wurdack,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30817
30819,Melastomataceae,Siphanthera hostmannii Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30819
30823,Melastomataceae,Stenodon suberosus Naudin,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30823
30834,Melastomataceae,Tibouchina barbigera (Naudin) Baill.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30834
30840,Melastomataceae,Tibouchina edmundoi Brade,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30840
30841,Melastomataceae,Tibouchina exasperata (Naudin) Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30841
30856,Melastomataceae,Tibouchina pogonanthera (Naudin) Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30856
30861,Melastomataceae,Tibouchina sickii Brade,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30861
30867,Melastomataceae,Tococa macrosperma Mart.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30867
30868,Melastomataceae,Tococa nitens (Benth.) Triana,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30868
30871,Melastomataceae,Trembleya neopyrenaica Naudin,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30871
30882,Menispermaceae,Cissampelos fasciculata Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30882
30929,Fabaceae,Calliandra cumbucana Renvoize,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30929
30873,Melastomataceae,Trembleya rosmarinoides Mart. & Schrank ex DC.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30873
30961,Fabaceae,Calliandra longipes Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30961
30976,Fabaceae,Calliandra silvicola Taub.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30976
30979,Fabaceae,Calliandra staminea (Thunb.) Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30979
30994,Fabaceae,Desmanthus tatuhyensis Hoehne,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/30994
31005,Fabaceae,Holocalyx balansae Micheli,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31005
31038,Fabaceae,Leucochloron incuriale (Vell.) Barneby & J.W.Grimes,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31038
31041,Fabaceae,Mimosa accedens Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31041
31054,Fabaceae,Mimosa aguapeia Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31054
31060,Fabaceae,Mimosa alleniana Morong,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31060
31061,Fabaceae,Mimosa amnis-atri Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31061
31065,Fabaceae,Mimosa auriberbis Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31065
31077,Fabaceae,Mimosa bipennatula Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31077
31084,Fabaceae,Mimosa brachystachya Taub.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31084
31085,Fabaceae,Mimosa brevipes Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31085
31089,Fabaceae,Mimosa caliciadenia Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31089
31090,Fabaceae,Mimosa callithrix Malme,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31090
31091,Fabaceae,Mimosa calocephala Mart.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31091
31093,Fabaceae,Mimosa calodendron Mart. ex Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31093
31099,Fabaceae,Mimosa chiliomera Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31099
31103,Fabaceae,Mimosa cisparanensis Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31103
31116,Fabaceae,Mimosa cryptogloea Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31116
31120,Fabaceae,Mimosa cylindracea Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31120
31121,Fabaceae,Mimosa daleoides Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31121
31127,Fabaceae,Mimosa demissa Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31127
31131,Fabaceae,Mimosa dicerastes Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31131
31133,Fabaceae,Mimosa digitata Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31133
31139,Fabaceae,Mimosa dolens Vell.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31139
31147,Fabaceae,Mimosa echinocaula Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31147
31148,Fabaceae,Mimosa eriorrhachis Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31148
31152,Fabaceae,Mimosa falcipinna Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31152
31155,Fabaceae,Mimosa flavocaesia Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31155
31156,Fabaceae,Mimosa flocculosa Burkart,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31156
31163,Fabaceae,Mimosa gatesiae Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31163
31174,Fabaceae,Mimosa hapaloclada Malme,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31174
31177,Fabaceae,Mimosa hilariana Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31177
31191,Fabaceae,Mimosa inamoena Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31191
31196,Fabaceae,Mimosa irwinii Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31196
31204,Fabaceae,Mimosa leiocephala Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31204
31185,Fabaceae,Mimosa hypnodes Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31185
31209,Fabaceae,Mimosa leptorachis Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31209
31212,Fabaceae,Mimosa longepedunculata Taub.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31212
31213,Fabaceae,Mimosa longipes Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31213
31220,Fabaceae,Mimosa maracayuensis Chodat & Hassl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31220
31218,Fabaceae,Mimosa maguirei Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31218
31223,Fabaceae,Mimosa microcarpa Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31223
31237,Fabaceae,Mimosa monacensis Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31237
31217,Fabaceae,Mimosa macrocephala Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31217
31242,Fabaceae,Mimosa multiceps Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31242
31243,Fabaceae,Mimosa multiplex Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31243
31244,Fabaceae,Mimosa myriophylla Bong. ex Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31244
31238,Fabaceae,Mimosa monticola Dusén,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31238
31252,Fabaceae,Mimosa oedoclada Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31252
31253,Fabaceae,Mimosa oligophylla Micheli,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31253
31258,Fabaceae,Mimosa ourobrancoensis Burkart,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31258
31260,Fabaceae,Mimosa pachycarpoides Malme,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31260
31245,Fabaceae,Mimosa nitens Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31245
31266,Fabaceae,Mimosa paranapiacabae Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31266
31267,Fabaceae,Mimosa parviceps Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31267
31271,Fabaceae,Mimosa peduncularis Bong. ex Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31271
31275,Fabaceae,Mimosa petiolaris Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31275
31276,Fabaceae,Mimosa phyllodinea Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31276
31279,Fabaceae,Mimosa pilulifera Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31279
31286,Fabaceae,Mimosa pogocephala Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31286
31287,Fabaceae,Mimosa pogonoclada Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31287
31295,Fabaceae,Mimosa procurrens Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31295
31296,Fabaceae,Mimosa prorepens Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31296
31297,Fabaceae,Mimosa pseudofoliolosa Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31297
31305,Fabaceae,Mimosa pumilio Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31305
31315,Fabaceae,Mimosa rava Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31315
31318,Fabaceae,Mimosa regnellii Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31318
31323,Fabaceae,Mimosa rhodostegia Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31323
31324,Fabaceae,Mimosa riedelii Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31324
31328,Fabaceae,Mimosa sensibilis Griseb.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31328
31333,Fabaceae,Mimosa setifera Pilg.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31333
31334,Fabaceae,Mimosa setistipula Benth.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31334
31344,Fabaceae,Mimosa somnambulans Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31344
31350,Fabaceae,Mimosa speciosissima Taub.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31350
31351,Fabaceae,Mimosa spixiana Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31351
31353,Fabaceae,Mimosa struthionoptera Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31353
31354,Fabaceae,Mimosa stylosa Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31354
31359,Fabaceae,Mimosa thermarum Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31359
31367,Fabaceae,Mimosa venatorum Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31367
31377,Fabaceae,Mimosa xavantinae Barneby,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31377
31381,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31381
31423,Fabaceae,Zygia pithecolobioides (Kuntze) Barneby & J.W.Grimes,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31423
31433,Moraceae,Ficus elliotiana S.Moore,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31433
31439,Moraceae,Pseudolmedia rigida (Klotzsch & H.Karst.) Cuatrec.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31439
31440,Moraceae,Sorocea bonplandii (Baill.) W.C.Burger et al.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31440
31441,Moraceae,Sorocea klotzschiana Baill.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31441
31442,Moraceae,Sorocea sprucei (Baill.) J.F.Macbr.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31442
31446,Myristicaceae,Virola sessilis (A.DC.) Warb.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31446
31454,Primulaceae,Cybianthus coronatus A.B.Joly & S.L.Jung,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31454
31455,Primulaceae,Cybianthus cuneifolius Mart.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31455
31460,Primulaceae,Cybianthus psychotriifolius (Rusby) Rusby ex Mez,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31460
31461,Primulaceae,Cybianthus rupestris Pipoly,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31461
31462,Primulaceae,Cybianthus schwackeanus Mez,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31462
31464,Primulaceae,Cybianthus subspicatus Benth. ex Miq.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31464
31466,Primulaceae,Myrsine matensis (Mez) Otegui,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31466
31472,Myrtaceae,Calycolpus goetheanus (Mart. ex DC.) O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31472
31481,Myrtaceae,Campomanesia pabstiana Mattos & Legrand,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31481
31491,Myrtaceae,Eugenia complicata O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31491
31492,Myrtaceae,Eugenia cristaensis O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31492
31494,Myrtaceae,Eugenia glandulosa Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31494
31498,Myrtaceae,Eugenia langsdorffii O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31498
31499,Myrtaceae,Eugenia livida O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31499
31506,Myrtaceae,Eugenia paranahybensis O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31506
31513,Myrtaceae,Eugenia sellowiana DC.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31513
31542,Myrtaceae,Myrcia bella Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31542
31546,Myrtaceae,Myrcia camapuanensis N.Silveira,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31546
31549,Myrtaceae,Myrcia capitata O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31549
31562,Myrtaceae,Myrcia cuprea (O.Berg) Kiaersk.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31562
31568,Myrtaceae,Myrcia deflexa (Poir.) DC.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31568
31574,Myrtaceae,Myrcia florida Lem.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31574
31576,Myrtaceae,Myrcia goyazensis Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31576
31577,Myrtaceae,Myrcia graciliflora Sagot,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31577
31589,Myrtaceae,Myrcia lanuginosa O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31589
31591,Myrtaceae,Myrcia lenheirensis Kiaersk.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31591
31593,Myrtaceae,Myrcia linearifolia Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31593
31604,Myrtaceae,Myrcia nivea Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31604
31611,Myrtaceae,Myrcia pinifolia Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31611
31613,Myrtaceae,Myrcia racemulosa DC.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31613
31625,Myrtaceae,Myrcia schottiana O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31625
31628,Myrtaceae,Myrcia stricta (O.Berg) Kiaersk.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31628
31630,Myrtaceae,Myrcia suffruticosa O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31630
31633,Myrtaceae,Myrcia uberavensis O.Berg,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31633
31636,Myrtaceae,Myrcia virgata Cambess.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31636
31677,Nyctaginaceae,Neea oppositifolia Ruiz & Pav.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31677
31680,Nyctaginaceae,Reichenbachia paraguayensis (D.Parodi) Dugand & Daniel,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31680
31686,Ochnaceae,Luxemburgia bracteata Dwyer,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31686
31688,Ochnaceae,Luxemburgia ciliosa (Mart.) Gardner,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31688
31692,Ochnaceae,Luxemburgia furnensis Feres,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31692
31698,Ochnaceae,Luxemburgia mogolensis Feres,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31698
31695,Ochnaceae,Luxemburgia macedoi Dwyer,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31695
31699,Ochnaceae,Luxemburgia nobilis Eichler ex Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31699
31700,Ochnaceae,Luxemburgia octandra A.St.-Hil.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31700
31701,Ochnaceae,Luxemburgia polyandra A.St.-Hil.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31701
31702,Ochnaceae,Luxemburgia schwackeana Taub.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31702
31705,Ochnaceae,Ouratea cassinifolia (A.DC.) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31705
31706,Ochnaceae,Ouratea caudata Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31706
31707,Ochnaceae,Ouratea confertiflora (Pohl) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31707
31709,Ochnaceae,Ouratea humilis (A.St.-Hil.) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31709
31710,Ochnaceae,Ouratea lanceolata (Pohl) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31710
31711,Ochnaceae,Ouratea margaretae Sastre,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31711
31712,Ochnaceae,Ouratea nana (A.St.-Hil.) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31712
31713,Ochnaceae,Ouratea nervosa (A.St.-Hil.) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31713
31716,Ochnaceae,Ouratea parviflora (A.DC.) Baill.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31716
31717,Ochnaceae,Ouratea purpuripes S.Moore,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31717
31718,Ochnaceae,Ouratea pygmaea (Tiegh.) Sastre & Offroy,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31718
31719,Ochnaceae,Ouratea riedeliana Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31719
31720,Ochnaceae,Ouratea schomburgkii (Planch.) Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31720
31721,Ochnaceae,Ouratea simulans S.Moore,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31721
31723,Ochnaceae,Ouratea tenuifolia Engl.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31723
31724,Ochnaceae,Sauvagesia capillaris (A.St.-Hil.) Sastre,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31724
31725,Ochnaceae,Sauvagesia deflexifolia Gardner,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31725
31726,Ochnaceae,Sauvagesia ericoides (A.St.-Hil.) Sastre,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31726
31727,Ochnaceae,Sauvagesia glandulosa (A.St.-Hil.) Sastre,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31727
31730,Ochnaceae,Sauvagesia pulchella Planch. ex Seem.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31730
31731,Ochnaceae,Sauvagesia rubiginosa A.St.-Hil.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31731
31732,Ochnaceae,Sauvagesia vellozii (Vell. ex A.St.-Hil.) Sastre,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31732
31733,Aptandraceae,Chaunochiton angustifolium Sleumer,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31733
31736,Ximeniaceae,Ximenia intermedia (Chodat & Hassl.) DeFilipps,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31736
31739,Oleaceae,Priogymnanthus hasslerianus (Chodat) P.S.Green,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31739
31741,Orchidaceae,Acianthera adamantinensis (Brade) F.Barros,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31741
31742,Orchidaceae,Acianthera fabiobarrosii (Borba & Semir) F.Barros & F.Pinheiro,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31742
31757,Orchidaceae,Bulbophyllum adiamantinum Brade,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31757
31758,Orchidaceae,Bulbophyllum barbatum Barb.Rodr.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31758
31759,Orchidaceae,Bulbophyllum bidentatum (Barb.Rodr.) Cogn.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31759
31760,Orchidaceae,Bulbophyllum ciluliae Bianch. & J.A.N.Bat.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31760
31762,Orchidaceae,Bulbophyllum filifolium Borba & Smidt,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31762
31767,Orchidaceae,Bulbophyllum mucronifolium Rchb.f. & Warm.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31767
31774,Orchidaceae,Bulbophyllum rupicolum Barb.Rodr.,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31774
31776,Orchidaceae,Campylocentrum intermedium (Rchb.f. & Warm.) Rolfe,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31776
31777,Orchidaceae,Campylocentrum mattogrossense Hoehne,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31777
31781,Orchidaceae,Catasetum confusum G.Romero,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31781
31782,Orchidaceae,Catasetum fuchsii Dodson & R.Vásquez,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31782
31784,Orchidaceae,Catasetum spitzii Hoehne,NE,2025,Não,https://dados.cncflora.jbrj.gov.br/ficha/31784
